TargetName	Module	CodeClass	GeneID	SystematicName	Negative	DetectedSegments	DetectionRate
CASP4	Hs_R_NGS_WTA_v1.0	Endogenous	837	CASP4	FALSE	150	0.746268656716418
CASP7	Hs_R_NGS_WTA_v1.0	Endogenous	840	CASP7	FALSE	30	0.14925373134328357
CASP8	Hs_R_NGS_WTA_v1.0	Endogenous	841	CASP8	FALSE	83	0.4129353233830846
CASP10	Hs_R_NGS_WTA_v1.0	Endogenous	843	CASP10	FALSE	140	0.6965174129353234
SERPINH1	Hs_R_NGS_WTA_v1.0	Endogenous	871	SERPINH1	FALSE	192	0.9552238805970149
CBR3	Hs_R_NGS_WTA_v1.0	Endogenous	874	CBR3	FALSE	27	0.13432835820895522
CCNA2	Hs_R_NGS_WTA_v1.0	Endogenous	890	CCNA2	FALSE	31	0.15422885572139303
CCNT1	Hs_R_NGS_WTA_v1.0	Endogenous	904	CCNT1	FALSE	59	0.2935323383084577
CD27	Hs_R_NGS_WTA_v1.0	Endogenous	939	CD27	FALSE	21	0.1044776119402985
FAM124A	Hs_R_NGS_WTA_v1.0	Endogenous	220108	FAM124A	FALSE	22	0.10945273631840796
MFAP3	Hs_R_NGS_WTA_v1.0	Endogenous	4238	MFAP3	FALSE	93	0.4626865671641791
ATAD2B	Hs_R_NGS_WTA_v1.0	Endogenous	54454	ATAD2B	FALSE	61	0.3034825870646766
SLC46A1	Hs_R_NGS_WTA_v1.0	Endogenous	113235	SLC46A1	FALSE	63	0.31343283582089554
ANAPC13	Hs_R_NGS_WTA_v1.0	Endogenous	25847	ANAPC13	FALSE	159	0.7910447761194029
WDR20	Hs_R_NGS_WTA_v1.0	Endogenous	91833	WDR20	FALSE	68	0.3383084577114428
ZSWIM8	Hs_R_NGS_WTA_v1.0	Endogenous	23053	ZSWIM8	FALSE	131	0.6517412935323383
GDA	Hs_R_NGS_WTA_v1.0	Endogenous	9615	GDA	FALSE	57	0.2835820895522388
OSBPL1A	Hs_R_NGS_WTA_v1.0	Endogenous	114876	OSBPL1A	FALSE	160	0.7960199004975125
TMEM147	Hs_R_NGS_WTA_v1.0	Endogenous	10430	TMEM147	FALSE	138	0.6865671641791045
TTC34	Hs_R_NGS_WTA_v1.0	Endogenous	100287898	TTC34	FALSE	45	0.22388059701492538
ZNF385C	Hs_R_NGS_WTA_v1.0	Endogenous	201181	ZNF385C	FALSE	36	0.1791044776119403
ARHGEF38	Hs_R_NGS_WTA_v1.0	Endogenous	54848	ARHGEF38	FALSE	43	0.21393034825870647
TRIM26	Hs_R_NGS_WTA_v1.0	Endogenous	7726	TRIM26	FALSE	88	0.43781094527363185
ZNF322	Hs_R_NGS_WTA_v1.0	Endogenous	79692	ZNF322	FALSE	82	0.4079601990049751
ELOVL5	Hs_R_NGS_WTA_v1.0	Endogenous	60481	ELOVL5	FALSE	199	0.9900497512437811
ARFIP2	Hs_R_NGS_WTA_v1.0	Endogenous	23647	ARFIP2	FALSE	73	0.36318407960199006
NAXD	Hs_R_NGS_WTA_v1.0	Endogenous	55739	NAXD	FALSE	105	0.5223880597014925
CSDE1	Hs_R_NGS_WTA_v1.0	Endogenous	7812	CSDE1	FALSE	201	1
ZKSCAN3	Hs_R_NGS_WTA_v1.0	Endogenous	80317	ZKSCAN3	FALSE	26	0.12935323383084577
PPP6R2	Hs_R_NGS_WTA_v1.0	Endogenous	9701	PPP6R2	FALSE	68	0.3383084577114428
ZFAND6	Hs_R_NGS_WTA_v1.0	Endogenous	54469, 158381	ZFAND6, ATP8B5P	FALSE	186	0.9253731343283582
ZNF410	Hs_R_NGS_WTA_v1.0	Endogenous	57862	ZNF410	FALSE	90	0.44776119402985076
ANKS3	Hs_R_NGS_WTA_v1.0	Endogenous	124401	ANKS3	FALSE	28	0.13930348258706468
EPDR1	Hs_R_NGS_WTA_v1.0	Endogenous	54749	EPDR1	FALSE	145	0.7213930348258707
ABCB9	Hs_R_NGS_WTA_v1.0	Endogenous	23457	ABCB9	FALSE	77	0.38308457711442784
PLK5	Hs_R_NGS_WTA_v1.0	Endogenous	126520	PLK5	FALSE	35	0.17412935323383086
PLD2	Hs_R_NGS_WTA_v1.0	Endogenous	5338	PLD2	FALSE	59	0.2935323383084577
PDE8A	Hs_R_NGS_WTA_v1.0	Endogenous	5151	PDE8A	FALSE	148	0.736318407960199
RANBP6	Hs_R_NGS_WTA_v1.0	Endogenous	26953	RANBP6	FALSE	52	0.25870646766169153
CCER2	Hs_R_NGS_WTA_v1.0	Endogenous	643669	CCER2	FALSE	39	0.19402985074626866
RAD9A	Hs_R_NGS_WTA_v1.0	Endogenous	5883	RAD9A	FALSE	66	0.3283582089552239
PES1	Hs_R_NGS_WTA_v1.0	Endogenous	23481	PES1	FALSE	90	0.44776119402985076
HINFP	Hs_R_NGS_WTA_v1.0	Endogenous	25988	HINFP	FALSE	48	0.23880597014925373
APLP2	Hs_R_NGS_WTA_v1.0	Endogenous	334	APLP2	FALSE	201	1
CCDC40	Hs_R_NGS_WTA_v1.0	Endogenous	55036	CCDC40	FALSE	46	0.22885572139303484
NUB1	Hs_R_NGS_WTA_v1.0	Endogenous	51667	NUB1	FALSE	135	0.6716417910447762
CLCN3	Hs_R_NGS_WTA_v1.0	Endogenous	1182	CLCN3	FALSE	171	0.8507462686567164
SLC6A13	Hs_R_NGS_WTA_v1.0	Endogenous	6540	SLC6A13	FALSE	42	0.208955223880597
STARD13	Hs_R_NGS_WTA_v1.0	Endogenous	90627	STARD13	FALSE	92	0.4577114427860697
CEP295NL	Hs_R_NGS_WTA_v1.0	Endogenous	100653515	CEP295NL	FALSE	49	0.24378109452736318
NUDT7	Hs_R_NGS_WTA_v1.0	Endogenous	283927	NUDT7	FALSE	39	0.19402985074626866
TEX264	Hs_R_NGS_WTA_v1.0	Endogenous	51368	TEX264	FALSE	101	0.5024875621890548
LAMTOR3	Hs_R_NGS_WTA_v1.0	Endogenous	8649	LAMTOR3	FALSE	118	0.5870646766169154
RGL2	Hs_R_NGS_WTA_v1.0	Endogenous	5863	RGL2	FALSE	134	0.6666666666666666
FANCC	Hs_R_NGS_WTA_v1.0	Endogenous	2176	FANCC	FALSE	100	0.4975124378109453
RABGAP1L	Hs_R_NGS_WTA_v1.0	Endogenous	9910	RABGAP1L	FALSE	111	0.5522388059701493
HDLBP	Hs_R_NGS_WTA_v1.0	Endogenous	3069	HDLBP	FALSE	197	0.9800995024875622
KIF2A	Hs_R_NGS_WTA_v1.0	Endogenous	3796	KIF2A	FALSE	31	0.15422885572139303
CHMP2B	Hs_R_NGS_WTA_v1.0	Endogenous	25978	CHMP2B	FALSE	36	0.1791044776119403
STX5	Hs_R_NGS_WTA_v1.0	Endogenous	6811	STX5	FALSE	164	0.8159203980099502
CSAD	Hs_R_NGS_WTA_v1.0	Endogenous	51380	CSAD	FALSE	105	0.5223880597014925
GFPT1	Hs_R_NGS_WTA_v1.0	Endogenous	2673	GFPT1	FALSE	174	0.8656716417910447
FGGY	Hs_R_NGS_WTA_v1.0	Endogenous	55277	FGGY	FALSE	54	0.26865671641791045
AGAP1	Hs_R_NGS_WTA_v1.0	Endogenous	116987	AGAP1	FALSE	152	0.7562189054726368
NFIC	Hs_R_NGS_WTA_v1.0	Endogenous	4782	NFIC	FALSE	193	0.9601990049751243
SYT13	Hs_R_NGS_WTA_v1.0	Endogenous	57586	SYT13	FALSE	30	0.14925373134328357
NUDT9	Hs_R_NGS_WTA_v1.0	Endogenous	53343	NUDT9	FALSE	51	0.2537313432835821
ENTPD5	Hs_R_NGS_WTA_v1.0	Endogenous	957	ENTPD5	FALSE	77	0.38308457711442784
CD40	Hs_R_NGS_WTA_v1.0	Endogenous	958	CD40	FALSE	47	0.23383084577114427
CD68	Hs_R_NGS_WTA_v1.0	Endogenous	968	CD68	FALSE	148	0.736318407960199
ARHGEF26	Hs_R_NGS_WTA_v1.0	Endogenous	26084	ARHGEF26	FALSE	114	0.5671641791044776
RCAN3	Hs_R_NGS_WTA_v1.0	Endogenous	11123	RCAN3	FALSE	68	0.3383084577114428
USP15	Hs_R_NGS_WTA_v1.0	Endogenous	9958	USP15	FALSE	171	0.8507462686567164
NT5C	Hs_R_NGS_WTA_v1.0	Endogenous	30833	NT5C	FALSE	69	0.34328358208955223
TNIP1	Hs_R_NGS_WTA_v1.0	Endogenous	10318	TNIP1	FALSE	181	0.900497512437811
CLPS	Hs_R_NGS_WTA_v1.0	Endogenous	1208	CLPS	FALSE	31	0.15422885572139303
THBS3	Hs_R_NGS_WTA_v1.0	Endogenous	7059	THBS3	FALSE	50	0.24875621890547264
GULP1	Hs_R_NGS_WTA_v1.0	Endogenous	51454	GULP1	FALSE	152	0.7562189054726368
ACSS1	Hs_R_NGS_WTA_v1.0	Endogenous	84532	ACSS1	FALSE	88	0.43781094527363185
CDC5L	Hs_R_NGS_WTA_v1.0	Endogenous	988	CDC5L	FALSE	69	0.34328358208955223
RPL15	Hs_R_NGS_WTA_v1.0	Endogenous	6138	RPL15	FALSE	201	1
CHL1	Hs_R_NGS_WTA_v1.0	Endogenous	10752	CHL1	FALSE	22	0.10945273631840796
TBPL1	Hs_R_NGS_WTA_v1.0	Endogenous	9519	TBPL1	FALSE	85	0.4228855721393035
SMIM22	Hs_R_NGS_WTA_v1.0	Endogenous	440335	SMIM22	FALSE	47	0.23383084577114427
ZNF444	Hs_R_NGS_WTA_v1.0	Endogenous	55311	ZNF444	FALSE	188	0.9353233830845771
SLC52A2	Hs_R_NGS_WTA_v1.0	Endogenous	79581	SLC52A2	FALSE	79	0.39303482587064675
PTPDC1	Hs_R_NGS_WTA_v1.0	Endogenous	138639	PTPDC1	FALSE	30	0.14925373134328357
ADM2	Hs_R_NGS_WTA_v1.0	Endogenous	79924	ADM2	FALSE	22	0.10945273631840796
UXS1	Hs_R_NGS_WTA_v1.0	Endogenous	80146	UXS1	FALSE	116	0.5771144278606966
TBC1D1	Hs_R_NGS_WTA_v1.0	Endogenous	23216	TBC1D1	FALSE	194	0.9651741293532339
SLC24A1	Hs_R_NGS_WTA_v1.0	Endogenous	9187	SLC24A1	FALSE	25	0.12437810945273632
CDC20	Hs_R_NGS_WTA_v1.0	Endogenous	991	CDC20	FALSE	33	0.16417910447761194
CDC27	Hs_R_NGS_WTA_v1.0	Endogenous	996	CDC27	FALSE	168	0.835820895522388
PNPLA8	Hs_R_NGS_WTA_v1.0	Endogenous	50640	PNPLA8	FALSE	92	0.4577114427860697
TRIM65	Hs_R_NGS_WTA_v1.0	Endogenous	201292	TRIM65	FALSE	38	0.1890547263681592
NSUN4	Hs_R_NGS_WTA_v1.0	Endogenous	387338	NSUN4	FALSE	58	0.2885572139303483
CSE1L	Hs_R_NGS_WTA_v1.0	Endogenous	1434	CSE1L	FALSE	138	0.6865671641791045
ANKRD11	Hs_R_NGS_WTA_v1.0	Endogenous	29123	ANKRD11	FALSE	163	0.8109452736318408
SNX12	Hs_R_NGS_WTA_v1.0	Endogenous	29934	SNX12	FALSE	125	0.6218905472636815
RAB34	Hs_R_NGS_WTA_v1.0	Endogenous	83871	RAB34	FALSE	168	0.835820895522388
ETF1	Hs_R_NGS_WTA_v1.0	Endogenous	2107	ETF1	FALSE	171	0.8507462686567164
CHD1L	Hs_R_NGS_WTA_v1.0	Endogenous	9557	CHD1L	FALSE	25	0.12437810945273632
NOL8	Hs_R_NGS_WTA_v1.0	Endogenous	55035	NOL8	FALSE	157	0.7810945273631841
PRELID3B	Hs_R_NGS_WTA_v1.0	Endogenous	51012	PRELID3B	FALSE	201	1
C19orf47	Hs_R_NGS_WTA_v1.0	Endogenous	126526	C19orf47	FALSE	43	0.21393034825870647
CMPK2	Hs_R_NGS_WTA_v1.0	Endogenous	129607	CMPK2	FALSE	43	0.21393034825870647
GOLGB1	Hs_R_NGS_WTA_v1.0	Endogenous	2804	GOLGB1	FALSE	154	0.7661691542288557
TMEM250	Hs_R_NGS_WTA_v1.0	Endogenous	90120	TMEM250	FALSE	99	0.4925373134328358
PCGF5	Hs_R_NGS_WTA_v1.0	Endogenous	84333	PCGF5	FALSE	159	0.7910447761194029
DNASE1L3	Hs_R_NGS_WTA_v1.0	Endogenous	1776	DNASE1L3	FALSE	94	0.46766169154228854
GLMP	Hs_R_NGS_WTA_v1.0	Endogenous	112770	GLMP	FALSE	129	0.6417910447761194
R3HCC1L	Hs_R_NGS_WTA_v1.0	Endogenous	27291	R3HCC1L	FALSE	31	0.15422885572139303
LTA4H	Hs_R_NGS_WTA_v1.0	Endogenous	4048	LTA4H	FALSE	110	0.5472636815920398
TEAD2	Hs_R_NGS_WTA_v1.0	Endogenous	8463	TEAD2	FALSE	127	0.6318407960199005
ANAPC10	Hs_R_NGS_WTA_v1.0	Endogenous	10393	ANAPC10	FALSE	54	0.26865671641791045
USP39	Hs_R_NGS_WTA_v1.0	Endogenous	10713	USP39	FALSE	33	0.16417910447761194
SSBP2	Hs_R_NGS_WTA_v1.0	Endogenous	23635	SSBP2	FALSE	71	0.35323383084577115
CNOT10	Hs_R_NGS_WTA_v1.0	Endogenous	25904	CNOT10	FALSE	23	0.11442786069651742
TMEM161A	Hs_R_NGS_WTA_v1.0	Endogenous	54929	TMEM161A	FALSE	70	0.3482587064676617
CD300A	Hs_R_NGS_WTA_v1.0	Endogenous	11314	CD300A	FALSE	41	0.20398009950248755
COX14	Hs_R_NGS_WTA_v1.0	Endogenous	84987	COX14	FALSE	172	0.8557213930348259
ITCH	Hs_R_NGS_WTA_v1.0	Endogenous	83737	ITCH	FALSE	189	0.9402985074626866
SLC20A2	Hs_R_NGS_WTA_v1.0	Endogenous	6575	SLC20A2	FALSE	120	0.5970149253731343
DDX6	Hs_R_NGS_WTA_v1.0	Endogenous	1656	DDX6	FALSE	182	0.9054726368159204
UBE2V1	Hs_R_NGS_WTA_v1.0	Endogenous	387522, 7335	UBE2V1, PEDS1-UBE2V1	FALSE	199	0.9900497512437811
CDK3	Hs_R_NGS_WTA_v1.0	Endogenous	100529145, 1018	TEN1-CDK3, CDK3	FALSE	44	0.21890547263681592
HARS1	Hs_R_NGS_WTA_v1.0	Endogenous	3035	HARS1	FALSE	61	0.3034825870646766
MIS12	Hs_R_NGS_WTA_v1.0	Endogenous	79003	MIS12	FALSE	53	0.263681592039801
OR2V1	Hs_R_NGS_WTA_v1.0	Endogenous	26693	OR2V1	FALSE	28	0.13930348258706468
OR2L5	Hs_R_NGS_WTA_v1.0	Endogenous	81466	OR2L5	FALSE	35	0.17412935323383086
CCDC74A	Hs_R_NGS_WTA_v1.0	Endogenous	91409, 90557	CCDC74B, CCDC74A	FALSE	51	0.2537313432835821
TP53I11	Hs_R_NGS_WTA_v1.0	Endogenous	9537	TP53I11	FALSE	114	0.5671641791044776
SFI1	Hs_R_NGS_WTA_v1.0	Endogenous	9814	SFI1	FALSE	96	0.47761194029850745
EPB41L1	Hs_R_NGS_WTA_v1.0	Endogenous	2036	EPB41L1	FALSE	124	0.6169154228855721
EPS15L1	Hs_R_NGS_WTA_v1.0	Endogenous	58513	EPS15L1	FALSE	165	0.8208955223880597
IDH3B	Hs_R_NGS_WTA_v1.0	Endogenous	3420	IDH3B	FALSE	160	0.7960199004975125
ATPSCKMT	Hs_R_NGS_WTA_v1.0	Endogenous	134145	ATPSCKMT	FALSE	28	0.13930348258706468
CLPB	Hs_R_NGS_WTA_v1.0	Endogenous	81570	CLPB	FALSE	36	0.1791044776119403
TOP1MT	Hs_R_NGS_WTA_v1.0	Endogenous	116447	TOP1MT	FALSE	21	0.1044776119402985
FASTK	Hs_R_NGS_WTA_v1.0	Endogenous	10922	FASTK	FALSE	66	0.3283582089552239
CDK6	Hs_R_NGS_WTA_v1.0	Endogenous	1021	CDK6	FALSE	82	0.4079601990049751
CDK8	Hs_R_NGS_WTA_v1.0	Endogenous	1024	CDK8	FALSE	50	0.24875621890547264
RDX	Hs_R_NGS_WTA_v1.0	Endogenous	5962	RDX	FALSE	193	0.9601990049751243
KCNJ3	Hs_R_NGS_WTA_v1.0	Endogenous	3760	KCNJ3	FALSE	39	0.19402985074626866
CDK9	Hs_R_NGS_WTA_v1.0	Endogenous	1025	CDK9	FALSE	187	0.9303482587064676
NOL10	Hs_R_NGS_WTA_v1.0	Endogenous	79954	NOL10	FALSE	71	0.35323383084577115
AARSD1	Hs_R_NGS_WTA_v1.0	Endogenous	80755	AARSD1	FALSE	74	0.3681592039800995
CDKN2C	Hs_R_NGS_WTA_v1.0	Endogenous	1031	CDKN2C	FALSE	22	0.10945273631840796
CDS1	Hs_R_NGS_WTA_v1.0	Endogenous	1040	CDS1	FALSE	24	0.11940298507462686
CDX2	Hs_R_NGS_WTA_v1.0	Endogenous	1045	CDX2	FALSE	66	0.3283582089552239
FAM13A	Hs_R_NGS_WTA_v1.0	Endogenous	10144	FAM13A	FALSE	66	0.3283582089552239
ZNF211	Hs_R_NGS_WTA_v1.0	Endogenous	10520	ZNF211	FALSE	71	0.35323383084577115
RPP38	Hs_R_NGS_WTA_v1.0	Endogenous	10557	RPP38	FALSE	30	0.14925373134328357
FAM153B	Hs_R_NGS_WTA_v1.0	Endogenous	285596, 202134	FAM153A, FAM153B	FALSE	132	0.6567164179104478
CES1	Hs_R_NGS_WTA_v1.0	Endogenous	1066, 51716, 107987423	CES1, CES1P1, LOC107987423	FALSE	36	0.1791044776119403
CHAD	Hs_R_NGS_WTA_v1.0	Endogenous	1101	CHAD	FALSE	31	0.15422885572139303
SLC7A8	Hs_R_NGS_WTA_v1.0	Endogenous	23428	SLC7A8	FALSE	161	0.8009950248756219
LARP7	Hs_R_NGS_WTA_v1.0	Endogenous	51574	LARP7	FALSE	132	0.6567164179104478
JARID2	Hs_R_NGS_WTA_v1.0	Endogenous	3720	JARID2	FALSE	85	0.4228855721393035
GPR155	Hs_R_NGS_WTA_v1.0	Endogenous	151556	GPR155	FALSE	44	0.21890547263681592
FBXW10	Hs_R_NGS_WTA_v1.0	Endogenous	10517, 374286	FBXW10, CDRT1	FALSE	54	0.26865671641791045
ITPA	Hs_R_NGS_WTA_v1.0	Endogenous	3704	ITPA	FALSE	82	0.4079601990049751
ZNF728	Hs_R_NGS_WTA_v1.0	Endogenous	388523	ZNF728	FALSE	56	0.27860696517412936
CCDC61	Hs_R_NGS_WTA_v1.0	Endogenous	729440	CCDC61	FALSE	75	0.373134328358209
ARSG	Hs_R_NGS_WTA_v1.0	Endogenous	22901	ARSG	FALSE	38	0.1890547263681592
IFT20	Hs_R_NGS_WTA_v1.0	Endogenous	90410	IFT20	FALSE	96	0.47761194029850745
PAAF1	Hs_R_NGS_WTA_v1.0	Endogenous	80227	PAAF1	FALSE	45	0.22388059701492538
SLC12A9	Hs_R_NGS_WTA_v1.0	Endogenous	56996	SLC12A9	FALSE	80	0.39800995024875624
RCBTB2	Hs_R_NGS_WTA_v1.0	Endogenous	1102	RCBTB2	FALSE	95	0.472636815920398
CHD1	Hs_R_NGS_WTA_v1.0	Endogenous	1105	CHD1	FALSE	138	0.6865671641791045
ENKUR	Hs_R_NGS_WTA_v1.0	Endogenous	219670	ENKUR	FALSE	26	0.12935323383084577
JAM2	Hs_R_NGS_WTA_v1.0	Endogenous	58494	JAM2	FALSE	48	0.23880597014925373
PSMD5	Hs_R_NGS_WTA_v1.0	Endogenous	5711	PSMD5	FALSE	45	0.22388059701492538
RTBDN	Hs_R_NGS_WTA_v1.0	Endogenous	83546	RTBDN	FALSE	22	0.10945273631840796
ACADVL	Hs_R_NGS_WTA_v1.0	Endogenous	37	ACADVL	FALSE	201	1
WWP2	Hs_R_NGS_WTA_v1.0	Endogenous	11060	WWP2	FALSE	131	0.6517412935323383
TST	Hs_R_NGS_WTA_v1.0	Endogenous	7263	TST	FALSE	85	0.4228855721393035
TAF11	Hs_R_NGS_WTA_v1.0	Endogenous	6882	TAF11	FALSE	112	0.5572139303482587
RPL18	Hs_R_NGS_WTA_v1.0	Endogenous	6141	RPL18	FALSE	201	1
SREK1	Hs_R_NGS_WTA_v1.0	Endogenous	140890	SREK1	FALSE	183	0.9104477611940298
WTAP	Hs_R_NGS_WTA_v1.0	Endogenous	9589	WTAP	FALSE	199	0.9900497512437811
SLC16A7	Hs_R_NGS_WTA_v1.0	Endogenous	9194	SLC16A7	FALSE	42	0.208955223880597
MED4	Hs_R_NGS_WTA_v1.0	Endogenous	29079	MED4	FALSE	162	0.8059701492537313
MCU	Hs_R_NGS_WTA_v1.0	Endogenous	90550	MCU	FALSE	137	0.681592039800995
NRM	Hs_R_NGS_WTA_v1.0	Endogenous	11270	NRM	FALSE	54	0.26865671641791045
BCL2L13	Hs_R_NGS_WTA_v1.0	Endogenous	23786	BCL2L13	FALSE	180	0.8955223880597015
CHST15	Hs_R_NGS_WTA_v1.0	Endogenous	51363	CHST15	FALSE	98	0.48756218905472637
NTAN1	Hs_R_NGS_WTA_v1.0	Endogenous	123803	NTAN1	FALSE	103	0.5124378109452736
STRIP1	Hs_R_NGS_WTA_v1.0	Endogenous	85369	STRIP1	FALSE	95	0.472636815920398
KLF7	Hs_R_NGS_WTA_v1.0	Endogenous	8609	KLF7	FALSE	152	0.7562189054726368
OVOL3	Hs_R_NGS_WTA_v1.0	Endogenous	728361	OVOL3	FALSE	22	0.10945273631840796
ZFAND2B	Hs_R_NGS_WTA_v1.0	Endogenous	130617	ZFAND2B	FALSE	142	0.7064676616915423
ADGRE2	Hs_R_NGS_WTA_v1.0	Endogenous	30817, 84658	ADGRE3, ADGRE2	FALSE	70	0.3482587064676617
PCED1A	Hs_R_NGS_WTA_v1.0	Endogenous	64773	PCED1A	FALSE	37	0.18407960199004975
CLEC18A	Hs_R_NGS_WTA_v1.0	Endogenous	348174	CLEC18A	FALSE	105	0.5223880597014925
ZNF512	Hs_R_NGS_WTA_v1.0	Endogenous	84450	ZNF512	FALSE	147	0.7313432835820896
ZNF266	Hs_R_NGS_WTA_v1.0	Endogenous	10781	ZNF266	FALSE	86	0.42786069651741293
PEX11A	Hs_R_NGS_WTA_v1.0	Endogenous	8800	PEX11A	FALSE	39	0.19402985074626866
STX10	Hs_R_NGS_WTA_v1.0	Endogenous	8677	STX10	FALSE	91	0.4527363184079602
PPP1R12C	Hs_R_NGS_WTA_v1.0	Endogenous	54776	PPP1R12C	FALSE	181	0.900497512437811
MEF2D	Hs_R_NGS_WTA_v1.0	Endogenous	4209	MEF2D	FALSE	176	0.8756218905472637
ZNF138	Hs_R_NGS_WTA_v1.0	Endogenous	7697	ZNF138	FALSE	112	0.5572139303482587
NSA2	Hs_R_NGS_WTA_v1.0	Endogenous	10412	NSA2	FALSE	180	0.8955223880597015
ANKRD61	Hs_R_NGS_WTA_v1.0	Endogenous	100310846	ANKRD61	FALSE	41	0.20398009950248755
FBXO38	Hs_R_NGS_WTA_v1.0	Endogenous	81545	FBXO38	FALSE	62	0.30845771144278605
AP3B1	Hs_R_NGS_WTA_v1.0	Endogenous	8546	AP3B1	FALSE	154	0.7661691542288557
PSMD6	Hs_R_NGS_WTA_v1.0	Endogenous	9861	PSMD6	FALSE	135	0.6716417910447762
DYNC1I2	Hs_R_NGS_WTA_v1.0	Endogenous	1781	DYNC1I2	FALSE	194	0.9651741293532339
ORAI2	Hs_R_NGS_WTA_v1.0	Endogenous	80228	ORAI2	FALSE	49	0.24378109452736318
RSRC1	Hs_R_NGS_WTA_v1.0	Endogenous	51319	RSRC1	FALSE	60	0.29850746268656714
TBC1D16	Hs_R_NGS_WTA_v1.0	Endogenous	125058	TBC1D16	FALSE	55	0.2736318407960199
CUEDC1	Hs_R_NGS_WTA_v1.0	Endogenous	404093	CUEDC1	FALSE	134	0.6666666666666666
TARS2	Hs_R_NGS_WTA_v1.0	Endogenous	80222	TARS2	FALSE	57	0.2835820895522388
MEGF8	Hs_R_NGS_WTA_v1.0	Endogenous	1954	MEGF8	FALSE	179	0.8905472636815921
SLC39A1	Hs_R_NGS_WTA_v1.0	Endogenous	27173	SLC39A1	FALSE	173	0.8606965174129353
C16orf91	Hs_R_NGS_WTA_v1.0	Endogenous	283951	C16orf91	FALSE	42	0.208955223880597
STX4	Hs_R_NGS_WTA_v1.0	Endogenous	6810	STX4	FALSE	160	0.7960199004975125
CHD4	Hs_R_NGS_WTA_v1.0	Endogenous	1108	CHD4	FALSE	196	0.9751243781094527
CHI3L1	Hs_R_NGS_WTA_v1.0	Endogenous	1116	CHI3L1	FALSE	149	0.7412935323383084
IFNL4	Hs_R_NGS_WTA_v1.0	Endogenous	101180976	IFNL4	FALSE	67	0.3333333333333333
TNNT2	Hs_R_NGS_WTA_v1.0	Endogenous	7139	TNNT2	FALSE	143	0.7114427860696517
SEC16A	Hs_R_NGS_WTA_v1.0	Endogenous	9919	SEC16A	FALSE	137	0.681592039800995
MFF	Hs_R_NGS_WTA_v1.0	Endogenous	56947	MFF	FALSE	171	0.8507462686567164
IGSF9B	Hs_R_NGS_WTA_v1.0	Endogenous	22997	IGSF9B	FALSE	55	0.2736318407960199
CIB1	Hs_R_NGS_WTA_v1.0	Endogenous	10519	CIB1	FALSE	115	0.572139303482587
CHUK	Hs_R_NGS_WTA_v1.0	Endogenous	1147	CHUK	FALSE	35	0.17412935323383086
ZKSCAN8	Hs_R_NGS_WTA_v1.0	Endogenous	7745	ZKSCAN8	FALSE	64	0.31840796019900497
HERC4	Hs_R_NGS_WTA_v1.0	Endogenous	26091	HERC4	FALSE	111	0.5522388059701493
GANAB	Hs_R_NGS_WTA_v1.0	Endogenous	23193	GANAB	FALSE	195	0.9701492537313433
NUP153	Hs_R_NGS_WTA_v1.0	Endogenous	9972	NUP153	FALSE	72	0.3582089552238806
RUSC1	Hs_R_NGS_WTA_v1.0	Endogenous	23623	RUSC1	FALSE	89	0.4427860696517413
TADA3	Hs_R_NGS_WTA_v1.0	Endogenous	10474	TADA3	FALSE	24	0.11940298507462686
ANXA11	Hs_R_NGS_WTA_v1.0	Endogenous	311	ANXA11	FALSE	201	1
LILRB4	Hs_R_NGS_WTA_v1.0	Endogenous	11006	LILRB4	FALSE	34	0.1691542288557214
DNM1L	Hs_R_NGS_WTA_v1.0	Endogenous	10059	DNM1L	FALSE	67	0.3333333333333333
GPATCH11	Hs_R_NGS_WTA_v1.0	Endogenous	253635	GPATCH11	FALSE	27	0.13432835820895522
ZNF518A	Hs_R_NGS_WTA_v1.0	Endogenous	9849	ZNF518A	FALSE	83	0.4129353233830846
ERMARD	Hs_R_NGS_WTA_v1.0	Endogenous	55780	ERMARD	FALSE	42	0.208955223880597
GRIN2C	Hs_R_NGS_WTA_v1.0	Endogenous	2905	GRIN2C	FALSE	21	0.1044776119402985
WSB2	Hs_R_NGS_WTA_v1.0	Endogenous	55884	WSB2	FALSE	49	0.24378109452736318
ALDH6A1	Hs_R_NGS_WTA_v1.0	Endogenous	4329	ALDH6A1	FALSE	83	0.4129353233830846
NUP54	Hs_R_NGS_WTA_v1.0	Endogenous	53371	NUP54	FALSE	24	0.11940298507462686
SNRPD3	Hs_R_NGS_WTA_v1.0	Endogenous	6634	SNRPD3	FALSE	190	0.945273631840796
POLR2H	Hs_R_NGS_WTA_v1.0	Endogenous	5437	POLR2H	FALSE	81	0.40298507462686567
RFXANK	Hs_R_NGS_WTA_v1.0	Endogenous	8625	RFXANK	FALSE	40	0.19900497512437812
TBCB	Hs_R_NGS_WTA_v1.0	Endogenous	1155	TBCB	FALSE	143	0.7114427860696517
MBD3	Hs_R_NGS_WTA_v1.0	Endogenous	53615	MBD3	FALSE	65	0.32338308457711445
ADA2	Hs_R_NGS_WTA_v1.0	Endogenous	51816	ADA2	FALSE	53	0.263681592039801
PRAC2	Hs_R_NGS_WTA_v1.0	Endogenous	360205	PRAC2	FALSE	58	0.2885572139303483
ARHGAP45	Hs_R_NGS_WTA_v1.0	Endogenous	23526	ARHGAP45	FALSE	62	0.30845771144278605
